iter	RMSE
374	0.03079441684
375	0.03077732396
376	0.0307657297
377	0.03075090331
378	0.03074372865
379	0.03072998639
380	0.03071920826
381	0.03071021902
382	0.0307019211
383	0.03068722465
384	0.03067561052
385	0.03064897726
386	0.03062881422
387	0.03061824439
388	0.03060681261
389	0.03059980946
390	0.03058646076
391	0.03057531152
392	0.0305689522
393	0.03055120372
394	0.03054330988
395	0.03053624763
396	0.03053094103
397	0.03051613421
398	0.03050231607
399	0.03048425584
400	0.03047616393
401	0.03046941685
402	0.03045657752
403	0.03044210996
404	0.03043320537
405	0.03042604014
406	0.03041808504
407	0.03040959499
408	0.0303965676
409	0.03038741776
410	0.03037253356
411	0.0303568862
412	0.03033079938
413	0.03031030349
414	0.03030336297
415	0.03028659927
416	0.03027525641
417	0.03026813766
418	0.030256114
419	0.03024376405
420	0.03022669101
421	0.0302182316
422	0.03020917626
423	0.03019680032
424	0.03017249755
425	0.03015506457
426	0.03014700656
427	0.03013574468
428	0.03012615809
429	0.03011482992
430	0.03009356737
431	0.0300861056
432	0.03007922775
433	0.0300557766
434	0.03004693633
435	0.03004017125
436	0.03002174393
437	0.03001349374
438	0.03000198487
439	0.02999260893
440	0.02998282691
441	0.02997128567
442	0.02996180358
443	0.02995450681
444	0.02994931496
445	0.02994283157
446	0.02993547376
447	0.02992447475
448	0.02991043975
449	0.02989162104
450	0.02988250983
451	0.02986795646
452	0.02985888095
453	0.02984177111
454	0.02982673698
455	0.02981186388
456	0.02979989961
457	0.02978463274
458	0.02977584173
459	0.02975790702
460	0.0297512854
461	0.0297314214
462	0.02972459732
463	0.02971038499
464	0.02969977501
465	0.02968958856
466	0.02968141837
467	0.02966284793
468	0.02965360008
469	0.02964221457
470	0.02963327802
471	0.0296154746
472	0.02960755616
473	0.02959944377
474	0.02959216474
475	0.02958198258
476	0.02957060097
477	0.02955311398
478	0.02954719375
479	0.02953714954
480	0.02952964585
481	0.02952234227
482	0.02951368535
483	0.0294981738
484	0.02948975614
485	0.02947685167
486	0.02946674589
487	0.02945967484
488	0.02944108842
489	0.02943353857
490	0.02942767531
491	0.02941038545
492	0.02940334647
493	0.0293982961
494	0.02938830554
495	0.02937324983
496	0.02936127573
497	0.02935190361
498	0.02933685041
499	0.02932257853
500	0.02931376141
501	0.02930726219
502	0.02929728742
503	0.02929145048
504	0.02928333816
505	0.02927598254
506	0.0292703665
507	0.02926230799
508	0.02925641083
509	0.02924990561
510	0.02924080758
511	0.02923617655
512	0.02922412734
513	0.02922080973
514	0.02920521377
515	0.02919911151
516	0.02919289727
517	0.02918110322
518	0.02917190312
519	0.02916187416
520	0.02915538034
521	0.02915030021
522	0.02914550344
523	0.02913810135
524	0.02912995383
525	0.02912345332
526	0.02911652939
527	0.02910842146
528	0.02910314348
529	0.02909147988
530	0.02907984738
531	0.02907184028
532	0.02906522298
533	0.02905885958
534	0.02904510952
535	0.02903845199
536	0.02903113341
537	0.02902148352
538	0.02901444438
539	0.02900347934
540	0.02898920079
541	0.0289790432
542	0.02896910518
543	0.02896262284
544	0.02895513434
545	0.02894762945
546	0.02894072536
547	0.0289328501
548	0.02891920414
549	0.02890880145
550	0.02889841511
551	0.02888714871
552	0.02888169313
553	0.02887410069
554	0.02886625823
555	0.02885844384
556	0.02885301205
557	0.02884308031
558	0.02883318162
559	0.02881997484
560	0.02881330861
561	0.02880411578
562	0.02879336901
563	0.02878708592
564	0.02877250607
565	0.02876005671
566	0.02875373285
567	0.02874879287
568	0.02874418077
569	0.02873703788
570	0.02873026967
571	0.02871681088
572	0.02870628572
573	0.02869825061
574	0.02869109468
575	0.02868251627
576	0.02867093283
577	0.02866224963
578	0.02865617052
579	0.02864738997
580	0.02864209801
581	0.02863499836
582	0.0286175361
583	0.02861061428
584	0.02860086134
585	0.02859564934
586	0.02858776265
587	0.02857667634
588	0.02856794461
589	0.0285568167
590	0.02855007874
591	0.02854310131
592	0.02853744072
593	0.0285284813
594	0.02852216495
595	0.02851795335
596	0.02851235895
597	0.02850798848
598	0.02849608024
599	0.0284880664
